가게_평점,평점에_참여한_인원,방문자_리뷰,리뷰_총인원
4.21,29,/#순대#병천#토부리/아니 친절하고 담백하게 맛있는데 손님이 별로 없는게 납득이 안갑니다. 얼른 입소문 타길.. 맛집입니당./좋아요!! 맛있어요!!/가격대비 먹을만해요/국물이 깔끔/주변에 먹을만한 식당이 없어서 방문했었는데 에어컨도 안틀어져있고. .. 순대국에 순대가 별로 안들어가 있어서 가성비는 별로였던거 같아요. 그래도 국물은 괜츈했어요/사장님 친절하세요ㅎㅎ/맛있어서 다시왔어요/좋아요/맛있어요,14
0.0,0,없음,5
4.64,66,"/저랑 동생 원픽 치킨집!! 결혼하고 다른 지점에서 시킬때도 소사3동 페리카나 잊지 않았어요~ 가게가 안보여서 장사 안하시나 아쉬웠는데 자리 살짝 옮기셨다고 동생이 알려줘서.. 오랜만에 친정 오면서 남편이랑 야식으로 시켰습니다~ 사장님이 기억해 주셔서 감동이고, 맛은 늘 한결 같네요^^ 번창하세요 사장님!/맛있고 가성비 좋고 친절해요./.../ㅋ/페리카나는 소사3점!!!/맛있고 푸짐합니다./친절하고 맛있어서 치킨을 항상 페리카나 소사3분점에서 주문합니다. 우리동네 맛집~/맛있고 친절해서 매번 이용합니다./부천시 최고 치킨집/꾸준히 맛있어요.",45
4.48,46,/또오래정식 👍 가성비 갑.. 맛 최고/맛나요./좋아요/맛나요/좋아요/곱창이 안질리고 부드러워요 근데 가성비는 있는지 모르겠네요/굿/닭도리탕 겁니 맛나요./좋아요/맛있어요,22
4.9,35,/맛있어요! 숯불양념 중간맛 했는데 맵찔이인데도 맛있게 잘먹었습니다~/숯불치킨 레알 너무 맛있어요 기존 치킨만 먹다가 냠냠숯불치킨 먹으니 신세계네요 넘 맛나서 밥 비벼 먹을뻔 했어요/근래 먹은 치킨 중 가장 맛있었어요 서비스도 좋고 친절하셔서 또 방문하고 싶습니다!/숯불향 가득한 치킨 너무너무 맛있었어요! 가격도 비싸지 않아 부담없어서 좋았고 양념이 너무 맛있어서 손에 묻은것 까지 아까웠습니다. 친절하게 잘 대해주셔서 더 기분좋게 먹고 나왔어요. 감사합니다./굿/굿/요즘 튀긴 치킨보다 굽굽하는 숯불치킨에 빠져가지고 시켜먹었는데 넘 맛있네요. 밥이랑 같이 먹기도 딱 좋고 손이가요 손이갑니다./ㅎㅎ 불맛이 은은하게 입혀져있ㅇㅓ요~ 냄새도 안나고 고기가 굉장히 부드랍네유/숯불양념구이 맛있어요! 맛있게 매운 계속 땡기는 맛이에요👍/ᆢ,44
0.0,0,없음,1
4.48,27,"/좋아요/좋아요/굿/좋아요/가격대비 양도많고 맛있었어여~/짜장면 짬뽕 넘 맛있어요! 사장님이 친절해용/우연히 갔는데, 숨겨진 맛집 👍/맛있고 사장님도 친절합니다!/늘 시켜먹는 곳인데 주위사람들도 소개하면 맛나다고 하네요./굿굿굿굿굿굿굿굿굿굿",13
4.34,599,"/샐러드 가성비가 좋아요.. 케이준샐러드 고기도 꽉꽉, 채소도 꽉꽉 담겨있어요 치킨 이렇게 주는 곳 못 본 듯해유!! 정량이 따로 없는지 의문도 드네요! 가늘게 썬건지 정량보다 더 주시는건지는 잘 모르겠지만 채소 우적우적 먹다보면 여기 지점의 제품은 치킨텐더가 밑에서 돌아다녀요 ㅋㅋ 체감상은 치킨텐더가 다른지점의 2배인데 원효대사 해골물이었다면 뭐 어쩔 수 없죠../맛있게 잘 먹었어요~~/가끔씩 갑니다/급하게 케이크 사야해서 들렀네요/빵이 신선해요/굿/집 근처 두 곳의 파리바게뜨 중에서 '소사주공' 지점이 빵 종류도 많고, 샌드위치와 샐러드 종류도 많이 만들어 놔서 구매하기 편해요 :)/빵도 다양하고 맛있어요/항상 친절하고 좋아요. 진열도 잘 되어 있어 편리해요/자주가요~ 앙금빵 맛있어용",427
4.24,61,/친절하고 커피가 맛있어요/좋아요~/굿굿/굿/너무 친절하시고 커피향도 너무 좋아요ㅠㅠㅠ/커피가 생각보다 맛있진 않았지만 분위기는 좋았어요/친절하고 좋아요/💯🤗좋아요~ 좋아요~ 추천합니다👍💯/좋아요 좋아요 좋아요/사장님도 친절하고 2층은 편안하게 스터디 가능한 곳,26
4.37,111,/합리적인 가격에 좋아요/스무디 맛있어요/요거트 스무디 너무 맛있어요~/딸기바나나 잘 먹고 잘 쉬다갑니다./좋아요/또갈마음있어요/학교앞이라 자주 갑니다~/모닝커피한잔~ 사장님 친절하셔서 기분좋은 아침이네요~^^/좋아요/좋아요,35
4.37,19,"/꼼장어를 매우 좋아해서 부천지역 꼼장어집은 다 돌아다녀봤는데 진짜 먹어본 꼼장어집중 가장 빵이크고 튼실한 꼼장어가 일품입니다 반찬 종류가 많 지는 않지만 다 맛있습니다 양념꼼장어도 진짜 양념맛에 뭍히지않고 꼼장어 맛도 살아있어서 너무 좋았습니다 진짜 맛집이에용!!!! 꼼장어 참맛이 알고 싶으시면 진짜 강추강추/장어 맛있어요 잘 먹었습니다~~~~~/리뷰보고 가게되었는데 정말 친절한사장님과 맛있는음식으로너무기분좋은 한끼먹었습니다. 직접다구워주시고 정말장어가 굵고 입에가득찼어요 생강 이며 다신선하고 마무리로 장어탕과김치말이국수먹고정말기분좋은 한상이었어요 장어맛집 추천합니다/양도 많고 맛도 있고 부천에서 장어하면 제일 맛집인것 같아욤ㅎㅎ 동네라 왓다갓다 하다가 처음 방문했는데 부천에 유명한 장어집 저리가라 완전맛집 이예요ㅎㅎ 사장님들도 친절하시고 센스도 만점이세욤ㅎㅎ 앞으로 자주 방문할 예정입니당~^^ 번창하세요~~^^/맛있어요/국내산 장어라 그런지 확실히 살이 통통하고맛이 좋았습니다. 친절한 사장님께서 장어를 직접 구워주셔서 더욱 맛있게 먹었습니다. 감사합니다.^^/음식도 완전 맛있고, 덥지않게 다른 테이블에서 잘 구워주셔서 맛있게 먹었어요! 셀프바도 다 청결해서 좋았어요! 부모님 데리고 몸보신하러 자주 올 거 같아요/인생장어! 너무 맛있었어요 사장님들도 친절하시고 장어굽는열기로 더울줄알았는데 시원하고 쾌적했어요. 곁들임 반찬과 함께 먹으니 느끼하지 않고 고소하니 맛있었습니다!/좋아요!/몸보신 하면 장어가 가장 먼저 생각나잖아요 ☆彡네이버에 리뷰가 많이 없어서 걱정했었는데 걱정할 필요가 없었습니다..!!! 숨겨진 민물장어의 맛집이 에요!! 더 더워질 여름이 오기전에 몸보신하러 어서들 달려가세요!! 대존맛에 비주얼도 너무 좋고ㅜ 사장님처럼 보였는데 !! 사장님과 직원분들까지 너 무 친절했어요!! 장어 어떻게 굽냐에 따라 또 맛이 다를 수가 있잖아요!! 사장님께서 직접 맛있게 장어를 다 구워주시니까 편하게 먹기만 하면 됩...",19
4.7,21,"/아빠 환갑 기념으로 떡케이크 주문했는데 너무 예쁘고 예쁜만큼 맛도 있었어요!!💓 단호박설기로 주문했는데 부모님도 많이 안 달고 담백하니 맛있다 고 하셨어요 :) 주인공 아빠 입맛 취향 저격✨ 떡이 촉촉하고 쫀득쫀득하니 씹을때마다 은은한 단호박 단맛이 나서 넘 매력적이더라구요ㅠㅠ 꽃 앙금도 예쁜데 부드럽고 적당한 단맛이 나서 넘 맛있었어요,, 떡이랑 앙금이랑 같이 한 입 먹으면 이 곳이 천국😇 떡케이크 처음 주문해봤는데 너무 만.../친구가 여기 케이크 너무 맛있고 부드럽다고 하길래 언제 한 번 먹어 버려야지 벼르고 있다가... 초코를 좋아하는 친구 생일에 오레오가나슈케이크 주문 했어요 🤤 완전 부드러운 크림 + 찐~한 가나슈 + 오레오 조합 진짜 미친 녀석이에요,,,,,, 저는 이렇게 보들보들 촉촉한 케이크 겨드랑이에 털 나고 첨 먹 어 봐요 🥰 저는 사실 초코를 별로 안 좋아하는 편인데도 이 미친 조합에 정신 놓고 와구와구 퍼 먹었고,,, 초코쟁이인 친구들은 지금까지 먹었던 .../항상 케이크 주문은 스윗하모니에서 해요😍!! 일단 사장님께서 너무 친절하시고 원하는대로 잘 만들어주셔서 올때마다 만족도 최상입니다👍🏻👍🏻 그리구 제가 주문한 케이크는 크림치즈?맛이었는데 케이크 속까지 알차게 맛있었어요 넘 감사합니다 또 방문할게요>_<♥️♥️/기존에 브랜드 카페에 비해 메뉴들이 다들 특색있어서 너무 좋았어요 :-) 특색이 있다고 해서 막 튀거나 독특하지도 않고 너무 맛있게 먹었습니다-! 사장님도 너무 친절하시고 메뉴들도 예쁘게 포장돼서 선물하기도 좋은 것 같아요! 저는 모카케이크랑 로투스케이크 먹었는데, 다음에는 기념일에 주문제작 해보려구요!! 기념일에 선물하기도, 가볍게 먹기에도 다 좋은 것 같아요 :-)/휘낭시에 맛집이에요!!! 레터링케익과 디저트맛집! 꼭 한번씩 가보셔요!!!/케이크 주문했는데 너무 예쁘고 너무 맛있어요!! 다른 디저트도 엄청 맛있어요 케이크나 디저트 별로 안좋아하시는 분들도 여기서 드시면 계속 생각나실거예요ㅠㅠㅠㅠ스윗 하모니 짱❤️❤️❤️❤️/색감도 너무 예쁘고 진짜 맛있어요!! 너무 달지도 않아서 특히 어른분들께 선물하기 좋을 것 같아요!!👍👍 사장님도 짱 친절하시구 최고입니당🥰/원하는대로 케이크 디자인이 예쁘게 나와서 1차 만족, 맛있어서 2차 만족, 가격도 합리적이어서 3차 만족,, 사장님도 친절하셔서 첫 주문 제작 케이크 기분좋게 성공했네요💖 다른 메뉴들도 많던데 다음에 또 주문해야겠어요!! 감사합니다 >,</사장님이 넘 넘 친절하시고 가게도 엄청 청결했어요 >__< 일단 케이크가 넘 예쁘고 .... 딱 제가 원하는 대로 만들어주셔서 완존 만족이에요 ㅠㅠㅠㅠ 다음에 또 주문할게요 ㅎㅎㅎ/🍓딸기찹쌀떡 맛집🍓 딸기찹살떡 먹고 싶으시다면 무조건 스위트하모니! 너무너무 맛있어요ㅜㅜ 지인 추천으로 먹게됐는데 또 주문하려구요♥ 사장님 너무 잘먹었습니다 최고💕💕👍🏻👍🏻 번창하세요~~!!",20
4.75,39,"/완전맛나요/굳/김치찌개는 괜찮아요. 반찬은 돈가스용 반찬이라(흰무절임, 양배추, 깍두기,두부) 백반용으로는 좀 이상하긴 해요/좋아요!/굳/친절합니다/가성비 짱이에요/굿~/ㆍ/맛있어요",25
4.36,160,/항상 친절 하시고 고기가 맛있어요 사업 번창하세요.^^/너무 맛있어요/가성비 굿 맛도 굿/언제나 맛있어요/가성비 진짜좋아요ㅎㅎ/좋아요/주인할매 툭툭거리는거 빼고 다 괜찮음/맛있어요/맛있고 친절해요/좋아요,63
4.57,24,"/오후 5시경에 고기 삶는다는 풍문을 듣고, 5시 넘겨서 갔는데..머리고기는 기대치에 못 미치네요. 김장김치는 맛 있는데../굿/맛있어요/맛나요/그냥저냥/오늘은 간단하게 술국,머리고기 먹었는데 맛있어요. 담에는 다른 메뉴도 먹어봐겠어요 맛있을것 같아요/고기굿/맛있어요^^/머릿고기 쫄깃하고 맛있어요 순대국은 제 입에는 약간 꼬릿한 냄새가 느껴지긴 했지만 맛있게 먹었어요. 화장실도 가게 안에 있고 시원해요",17
4.64,66,"/저랑 동생 원픽 치킨집!! 결혼하고 다른 지점에서 시킬때도 소사3동 페리카나 잊지 않았어요~ 가게가 안보여서 장사 안하시나 아쉬웠는데 자리 살짝 옮기셨다고 동생이 알려줘서.. 오랜만에 친정 오면서 남편이랑 야식으로 시켰습니다~ 사장님이 기억해 주셔서 감동이고, 맛은 늘 한결 같네요^^ 번창하세요 사장님!/맛있고 가성비 좋고 친절해요./.../ㅋ/페리카나는 소사3점!!!/맛있고 푸짐합니다./친절하고 맛있어서 치킨을 항상 페리카나 소사3분점에서 주문합니다. 우리동네 맛집~/맛있고 친절해서 매번 이용합니다./부천시 최고 치킨집/꾸준히 맛있어요.",45
0.0,0,없음,1
4.27,40,/오랜만에 와플😋/어머님이 너무 친절하시고 커피도 맛나네요~ ㅎㅎㅎ/굿/맛있어요/탄맛이 나는 아메/친절해요!/😍😍/와플 맛나요~/굿/커피싸고 맛나요,12
4.32,35,"/맛있는데 조금 짜요~/ㅎ/굿/굿/대체적으로 짜요 백반집 만원으로 먹기엔 돈이 좀 아깝게 느껴지네요/기본 찬도 많이나오고 무엇보다 맛있어요./굿/완전 숨은 맛집이예요. 친절하신 보라색파마머리 사장님께서 고등어구이에 상추쌈이 최고라고했더니 말없이 싸 먹으라고 쌈장과 상추를 슬그머니 저 희들 상위에 두시면서 지나가면서 ""슬쩍 들었지,!""하시는겁니다 오늘 엄청맛나게 배두드리며 많이 먹었습니다 정말 잘 먹었습니다 ~~ 가격도 엄청저 렴해요/맛있써요.",24
4.41,32,/좋아요/친절하시고 음식이 맛있어요./맛나요/맛있어요/맛있어요/'/좋아요/맛잇어요/처음엔 친절하였은나......./고기도 구워주고 맛나요ㅎㅎ,11
4.25,16,/맛나요/굿/맜있어요/늘 맛있어요/좋아요~,5
0.0,0,/굿/굿/굿/굿/굿/굿/막걸리 먹기좋아요/굿/굿/맛있어요,10
4.06,27,/굿굿/편하게 먹는 동네술집~/편안함/친절/굿/굿/가격만큼합니다/좋아요/좋아요/굿,12
4.4,78,/그냥그런데/굿/맛있어요/싸고좋네요/백일떡 좋아요/좋아요/맛있어요/맛있어요/송편 진짜 맛있었어요!,19
4.67,100,/저렴해서 자주 가요/커피메뉴에 대해 물어봤는데 친절하게 제조법에 대해 설명해주셨어요! 친절하고 커피도 맛있네요 ^^/굿굿 맛있어요/조아요/좋아요/굿/좋아요/양이 많아요/굿/조용하고 한가한 매장! 가성비갑 더벤티! 매장에 손님이 적어서 그런가 영업시간은 20:00시까지로 짧은편,51
0.0,0,없음,1
0.0,0,"/간만에 몸보신/고기가 엄청 맛있어요, 따로 삶아서 넣은 것 같아요 고사리같은것도 잔뜩 들어있구 국물도 맛있구 다 맛있네요 밑반찬도 전부 직접 하신것같아요/좋아요~",3
4.37,139,"/우연히 와봤다가 꾸준히 오는곳이에요! 찐베트남맛에 양도많고 가격이 정말 합리적이에요 보통 한국에서 베트남음식 터무니없는가격이 대부분인데 여 기는 그렇지 않아서 좋아요 !! 맛은 가정식 베트남음식 느낌으로 질리지않고 맛있어요 ㅎㅎ 불친절하지도 않고 이 가성비에 친절한 대접까지 바라면 욕 심이에요 ;;/바쁘신지 친절은 없었지만, 지인추천으로 가본건데 고기도 꽤 많이 들어있었고 맛있게 먹었어요. 다음엔 다른메뉴들도 맛보고 싶어요./비엣남 ㅇㅅㅇ/굳 맛집/조아요/굿/긋/굳 맛집/맛나요/맛잇어요",83
0.0,0,/이모네포차 정말 맛있어요/좋아요/맛있어요/좋아요/ㄱㅅ,5
4.33,24,"/일주일만에 재방문!! 사장님 무뚝뚝한듯 친절하시고 메뉴 다 맛있어요!! 동네 맛집!! 조만간 또 방문할께요!!/녹두빈대떡 크고 맛있어요!! 가성비 짱!! 황칠막걸리 파는 곳 처음 봄!!/감자전 맛있어요!! 강추!!/직접 갈아서 해주시는 감자전, 두툼하고 맛있는 녹두 빈대떡, 옛날 학사주점을 추억할수 있는 인테리어, 학창시절 늘 들었던 7080가요,올드팝 모든게 다 좋아요~ 단골각입니다/맛있어요 친절해요/좋아요/굿/맛있어요/굿/맛나요",10
4.35,94,/늘 맛있게 먹는 곳. 양 많은 삼겹살에 무한된장찌개는 사랑입니다. 셀프바도 참 좋아요^^/양많고 맛있으면 끝아닌가요/좋아요/싸고 양만고 맛있었어요/굿/동네 단골 식당이에요~ 늘 친절하신 사장님. 기본이 300g 인 가성비 좋은 곳입니다./굿/가격 대비 짱이/제 단골집 ㅠㅠ/굿,57
4.33,61,/시레기명태조림 맛있어요!! 매콤하게 해달라고 하면 더 맛있어요~~/사장님 엄청 친절하시고 밑반찬 너무 맛있어요/굿/맛있어요/00/굳/좋아요/언제 가고 친절하신 주방 이모님 ./...,18
4.03,67,/찌개 반찬ㄷ 그냥 그렇고. 김밥 진짜 맛없어요 ㅠ/김밥은 너무 성의가 없네요/급하게 구입했는데 김밥 참 맛있네요^ㅡ^ 맛있게 잘 먹었습니다/김밥에서 약간 쉰내가 났어요; ㅠ/👍/괜찮아요/굿/굿/병원가느라 잠깐 들렸는데 음식이 맛있고 친절하시네요~!/좋아요,42
4.51,35,"/갈 때마다 기분 좋은 카페♡ 사장님도 넘 친절하시고 무엇보다 커피가 맛있어요. 매일 마시기엔 부담돼서 프랜차이즈커피 이용하다가 한번쯤은 진짜 맛있는 커피 땡길때 가요. 원두도 신선하고 우유도 고소하고 2~3000원대 싼 커피랑 확실히 퀄리티가 차이 납니다. 매장은 다소 작아서 테이크아웃 거의 하눈 편이구요. 마샬 스피커가 멋스럽네요^^ 브라운슈페너는 처음 마셔봤는데 넘 맛있어요./당근케익이 달지 않아서 좋아요/ㅎ/친절해요/자몽주스(?) 맛있어요 커피도 최고에요/지인이 동네에 놀러와 커피 마시고 집에서 마실 원두 구입했어요 우선 매장과 머신이 깨끗하고 한 잔 한 잔 정성스럽게 커피 준비하는 과정이 다 보여 서 기다릴 때 역시 기분이 좋아요 물론 커피도 최고에요. 오늘은 카페라떼,플랫화이트 마셨는데 드립커피 마시고 싶은 날엔 선택할 수 있는 원두 종류 가 다양해 선호하는 커피를 마실 수 있어요. 집에서 커피 내리려고 원두도 종종 구입하는데 로스팅 한지 얼마 되지 않아 신선하고 원두 상태도 깨.../크림슈패너 넘나 맛있어요!!!/로스터리 카페를 3년정도 운영을 해서 손님의 입장으로 카페를 가면 그 카페 사장님이 얼마나 고민을 하는 지, 얼마나 노력하시는 지, 얼마나 열심히 하 시는 지 느껴지는데 소소한 사치는 부천 소사동,소사본동에서 제일 열심히 하고 제일 맛있는 커피전문점 같습니다. 커피 한 잔에 행복을 느끼고 싶으시 다면 소소한 사치로 오세요!!",22
4.66,34,/사장님이 친절하고 집중하기 좋습니다^^ 이번에 라떼류 먹어봤는데 꽤 괜찮아요!!/❤️❤️❤️❤️/디저트가 너무 맛있어요 💕💕💕 녹차통마늘쿠키 궁금해서 사봤는데 달콤한 마늘향까지 존맛탱 정담시그니처 쿠키! 세종병원 병문안갈때 여기서 디저트사갔는데 넘 맛있다고 좋아해요 ㅎㅎ 담엔 레터링 케이크도 주문하려구요/좋아요/좋아요/음료와 수제쿠키 너무 맛있어요~♥ 사장님 너무 친절하고 편안한 카페라서 참 좋아요./😇🙏🏻/직접 만드시는 수제쿠키와 수제디저트 너무 맛있어요! 다음에도 또 갈거에요. 감사합니다./정담은 사랑입니다 😌/최애 카페♥️,17
0.0,0,/맛있어요/국물도 진하고 맛있어요/맛있게 잘 먹었습니다~,3
0.0,0,"/예전보다 안에 내용물이 적어요 안에 다대기를 넣어주는것도 별로고 맛은 비슷한데 가성비가 웬지 떨어지는 느낌이네요/첫방/굿/굿굿/좋아요/굿/좋아요/최악. 생애 첨 네이버 리뷰 달게 만들 정도로 최악.2인분을 포장했다. 먹으려니 들깨가루는 한봉 부추도 한봉. 무엇보다 깍두기가 3개 들어있다. 내가 1 인분을 포장했나 싶어 명세서를 봤는데 15000원. 2인분이 맞다. 내가 잘못 받은 건가 싶어서 전화를 걸었다. 나:""죄송한데 포장 잘못 주신 거 같아요."" 사장왈: ""원래 그렇게 나가요."" 1인당 깍두기 1.5개만 먹으라는 건가 싶어 되물었더니. 사장왈: ""하아 지금까지 깍두기 양으로 클레임 건 손님 아무.../좋아요/맛이 일품~",37
4.61,49,/사장님께서 늘 친절하시고 음료도 디저트도 맛있습니다 디저트를 사장님께서 아마 직접 만드시는 것 같은데 브라우니가 정말 맛있움~~/사장님 친절하고 스콘맛있어요/맛있어요/좋아요/사장님이 직접구운 스콘에 직접 로스팅한 원두~시원한 카페에서 아아한잔과 스콘은 힐링이네요~ 콜드브루 더치도 사왔는데 집에서 아아로 딱입니다~ 완전 강추입니다./사장님이 직접 구운 스콘이 진짜 맛있어요. 브라우니.초코쿠키 또한 굿! 또 사가요~ 대박나세용^^/카페라떼 고소하고 맛있어요! 사장님도 친절하시고 맛있는데 양도 많아요!^^b/친절하게 대해주셔서 감사합니다 잘 먹겠습니다💛/맛나요/맛있고 친절하십니다 가성비 좋은 곳이에요,27
0.0,0,없음,0
4.45,79,/친절하시고 공간도 공부하기 좋아요 : ) 음료 모두 맛있었어요👍🏻/넓어서 좋네요 분위기도 조용한편이에요/스페셜 블랜드 좋아요~/#휴가#점심#영어수업#자몽티/굿~/굿/가성비좋고 맛있어요/가격대비 맛있어요/친절해서 기분 좋아요/자몽 에이드맛있어요,46
4.33,487,/가까워서 좋아요/넓어서 좋아요/매장 크고 넓어서 좋네요/같이먹은사람이맛있다고하네요/투썸이야 머 ㅎㅎ/굿/굿/굿/친절하고 좋습니다,197
4.35,143,/또 왔어용 맛있게 잘 먹고 갑니다~ 속이 더부룩하지않아서 좋아요~ 가족단위 추천!/동네에 괜찮은 중국집이 생겨서 좋네요. 매장도 깔끔하고 음식도 더부룩하지 않아 좋습니다. 소사쪽 사는 분들이라면 가족들과 가보세요. 저는 탕슉도 제 취향이었습니다. 대단한 기교를 부리는 음식이 아니지만 기본에 충실해서 넘 맛나는! 동네맛집❤️/탕수육이 진짜 맛잇어요/소사역4번출구에서 7분정도거리..움식 짱/맛있어요/짬뽕이 진짜 불맛이 나서 얼큰하고 맛있어요 ㅋㅋㅋ/굿/ㅅㅅ/항상 너무 맛있어요! 단골입니다!/굿,78
4.43,95,/육회랑 주먹밥 주문해서 먹었는데 맛있게 잘 먹었습니다!!ㅎㅎ 한 가지 아쉬운 점은 주문할 때 메뉴에는 소고기 국물을 같이 준다고 적혀 있었는데 소고기 국물이 없어서 조금 아쉬웠습니다ㅠㅠ/굿/너무 맛있어요 쫄뱅이최고/굿/좋아요/쫄뱅이최고/굿/굿/좋아요~/고기신선해요.우리시킨건 육회치킨세트3만원입니다. 저렴한 10800아니에요.혹시 주문할때 오해하지마시길,67
4.3,31,"/무난무난한 까페./- 아인슈페너 5,000원 - 깔라만시 레몬 에이드 5,000원 맛있어요. 카페가 공간이 넓지는 않으니 참고하세요~/ᆢ/.././ㆍ/커피 잘 마셨어요~ 매장이 깨끗하네요~/커피 맛있어요~/좋아요/시큼한 아메리카노 싫어하는데 이건 시큼해도 풍미가있는거같아요 맛있어요 삼천원정도면 괜찮은듯..",20
4.4,207,/맛있어요❤️/좋아요./항상 맛있습니다/굿/가격대비 구성이알차고 맛있어요/맛있어용/처음먹어봤는데 맛있어요!!!/맛있었어요/ㅅ,72
4.16,176,/김밥 맛있는 김천./가볍게 포장해서 먹기 좋았습니다 맛도 있어요/🫶🏿/손이 너무 느리세요ㅠㅠ답답.. 그래도 맛있어요/굿/맛있어요/좋아요/굿/맛있어요~~/굿,70
4.28,88,/굿/맛있어요/ㅎ/조아요/조히/좋아요/좋아요/조아요/좋아요/두부가 맛있어요,112
4.63,29,/좋아요/맛있게먹었어요./쫄면 김밥 맛있습니당~!/맛있어요^^/ㅅㄷㅇㄱ/시그니쳐 메뉴 분모자떡볶이 강추에요!/맛있어요/#떡볶이는 짱 맛 #튀김은 느끼해요ㅠㅠ/기대보다 너무 맛있었어요!/맛있을거 같아요 ㅎㅎ,10
4.22,51,/친절해서 좋았어요/굿/굿/좋아요/ㅈㅇㅇ/굿/좋아요/좋아요/굿/ㅈㅇㅇ,25
4.43,59,/맛은 좋은데 올해가격이 2번이나 올랐네요/3차백신 맞고 미열나고 입맛없어서 오빠가 영양탕 사줬어요~/맛있어요/탕이 정말 맛있어요. 안받으면 후회할뻔!/염소탕이 냄새 안나고 맛있었어요/가격이 좀 비싸네요 ㅠ.ㅠ/조아요/담백하니 맛이 좋아용/굿/이번중복에아부지랑또한번방문했네요 매운거잘못드시는데 얼큰하면서도깔끔하다며엄청좋아하셨어요 아버지가다음에또드시고싶다고하셔서어찌나 기쁘던지 덕분에효도한기분까지들어서좋네요,21
4.04,12,/별로네요/굿,2
4.04,12,/별로네요/굿,2
4.34,599,"/샐러드 가성비가 좋아요.. 케이준샐러드 고기도 꽉꽉, 채소도 꽉꽉 담겨있어요 치킨 이렇게 주는 곳 못 본 듯해유!! 정량이 따로 없는지 의문도 드네요! 가늘게 썬건지 정량보다 더 주시는건지는 잘 모르겠지만 채소 우적우적 먹다보면 여기 지점의 제품은 치킨텐더가 밑에서 돌아다녀요 ㅋㅋ 체감상은 치킨텐더가 다른지점의 2배인데 원효대사 해골물이었다면 뭐 어쩔 수 없죠../맛있게 잘 먹었어요~~/가끔씩 갑니다/급하게 케이크 사야해서 들렀네요/빵이 신선해요/굿/집 근처 두 곳의 파리바게뜨 중에서 '소사주공' 지점이 빵 종류도 많고, 샌드위치와 샐러드 종류도 많이 만들어 놔서 구매하기 편해요 :)/빵도 다양하고 맛있어요/항상 친절하고 좋아요. 진열도 잘 되어 있어 편리해요/자주가요~ 앙금빵 맛있어용",427
4.54,382,없음,242
4.36,61,/좋아요/ㆍ/ㆍ/굿/굿/굿/굿/좋아요/좋아요/굿,28
4.61,92,/계란말이 깻잎닭도리 오삼불고기 존맛탱👍/깻잎닭도리탕이랑 감자전 대존맛../대체적으로 안주가 푸짐함/굿/굿/좋아요/😀/굿/치즈계란말이 맛있움,34
0.0,0,없음,1
4.51,106,/고추장사치킨 맛있게 잘먹었습니다 조금더매우면 하는 아쉬움은 있네요/치킨이 매콤하고 맛있었어요/좋아요 요/네이버 주소가 잘못 나와 있어서 방문시 매장에 전화해서 위치 확인 해야 해요/가격대비 조아용 골뱅이 짱/치킨을 잘못튀기면 기름이 줄줄.그리고 느끼하거든요. 요기 치킨은 바삭하고 느끼하지 않은 아주 깔끔 그맛 자체 최곱니다. 자꾸자꾸 시켜먹고 싶은 맛입니다. 지난번 친구들과 사먹었는데 넘 맛있어서 그자리에서 한마리 더 시켜서 먹었답니다. 돈은 덕분에 많이 나왔지만요 먹는동안 행복했어요. 사람이 왜 많이 방문하는지 알았습니다. 자주 사먹는데 이번엔 감사뜻으로 리뷰 남겨요./굿/맛있어요/맛있어요/집앞 상가치상가인데 손님두 늘 많고 사장님이 친절하시고 우선 치킨이 맛나욤,78
3.61,60,/인생 최악의 식당일듯/다신가고싶지 않은식당/굿/깍두기랑 김치 맛이 별로/맛있었는데 정말 비위생적입니다. 병원 방문으로 가장 가까운 곳으로 갔는데 사장님은 담배피다가 턱스크하고 음식 만드시고 두분다 계속 턱스크 상태로 고기 자르시고 대화하시더라구요 물병 재사용하시는거 같은데 참고로 유통기한이 20년3월로 되어있으니 오래 사용하신거겠죠?/너무 비위생적이에요ㅠ 먹는 음식인데 깨끗하게좀 하시면 좋겠어요/맛있어요/좋습니다/좋아요./좋아요,20
0.0,0,/굳,1
4.32,53,/한식바비큐가 젤 맛있어요/😀/많이파세요/좋아요/ㅒ/그럭저럭 괜춘 괜춘/맛있어요/./서울 지점보다 가격이 더 싸요~ 완전 맛있어요~^^/좋아요,13
4.42,43,"/우리동네 이런 밥집이 있다는게 너무 좋아요! 사장님도 너무 친절하시고 잘해주셔요, 아이들도 이뻐해주시구요😍 6천원에 집밥보더 집밥같고 푸짐하 고 맛있게 먹을수 있는 곳이예요.정과 인심은 덤이구요😭 진짜 단점이 없는 찐맛집입니다. 사장님 늘 잘먹고 갑니다.감사해요♥/왜 이제야 알게 됐는지... 레알 맛집/굿/와 이런곳이!!!! 진짜 너무 맛있어요 단골됩니다 가성비최고 백반!!!!!/굿/간단히 백반먹기 좋아요/좋아요/맛있어요~~/맛있어요/맛있어요 사람 많습니다^^",23
